verb	subject	tense	frame	sentence1	sentence2	negraising	acceptability
aim	third	past	NP V to VP[-eventive]	A particular person didn't aim to have a particular thing.	That person aimed not to have that thing.	0.306422	0.5164198
aim	third	past	NP be V to VP[+eventive]	A particular person wasn't aimed to do a particular thing.	That person was aimed not to do that thing.	0.49893594	0.35813802
aim	third	present	NP V to VP[+eventive]	A particular person doesn't aim to do a particular thing.	That person aims not to do that thing.	0.5553023	0.6503032
aim	third	present	NP V to VP[-eventive]	A particular person doesn't aim to have a particular thing.	That person aims not to have that thing.	0.30471033	0.5524562
aim	third	present	NP be V to VP[+eventive]	A particular person isn't aimed to do a particular thing.	That person is aimed not to do that thing.	0.4684458	0.5305082
alarm	first	past	NP V that S	I didn't alarm that a particular thing happened.	I alarmed that that thing didn't happen.	0.25374556	0.48302466
alarm	first	past	NP be V that S	I wasn't alarmed that a particular thing happened.	I was alarmed that that thing didn't happen.	0.37302598	0.65120226
alarm	first	past	NP be V to VP[+eventive]	I wasn't alarmed to do a particular thing.	I was alarmed not to do that thing.	0.25985938	0.571293
alarm	first	past	NP be V to VP[-eventive]	I wasn't alarmed to have a particular thing.	I was alarmed not to have that thing.	0.39468488	0.5038341
alarm	first	present	NP be V that S	I'm not alarmed that a particular thing happened.	I'm alarmed that that thing didn't happen.	0.3206574	0.57928985
alarm	first	present	NP be V to VP[+eventive]	I'm not alarmed to do a particular thing.	I'm alarmed not to do that thing.	0.2380686	0.5894581
alarm	first	present	NP be V to VP[-eventive]	I'm not alarmed to have a particular thing.	I'm alarmed not to have that thing.	0.2700832	0.52403814
alarm	third	past	NP V that S	A particular person didn't alarm that a particular thing happened.	That person alarmed that that thing didn't happen.	0.33932573	0.4521557
alarm	third	past	NP be V that S	A particular person wasn't alarmed that a particular thing happened.	That person was alarmed that that thing didn't happen.	0.41723338	0.75002015
alarm	third	past	NP be V to VP[+eventive]	A particular person wasn't alarmed to do a particular thing.	That person was alarmed not to do that thing.	0.28447855	0.48008588
alarm	third	past	NP be V to VP[-eventive]	A particular person wasn't alarmed to have a particular thing.	That person was alarmed not to have that thing.	0.33999163	0.560059
alarm	third	present	NP be V that S	A particular person isn't alarmed that a particular thing happened.	That person is alarmed that that thing didn't happen.	0.22854413	0.6772433
alarm	third	present	NP be V to VP[+eventive]	A particular person isn't alarmed to do a particular thing.	That person is alarmed not to do that thing.	0.36143777	0.6796939
alarm	third	present	NP be V to VP[-eventive]	A particular person isn't alarmed to have a particular thing.	That person is alarmed not to have that thing.	0.3567365	0.51668173
alert	first	past	NP V that S	I didn't alert that a particular thing happened.	I alerted that that thing didn't happen.	0.30008745	0.45359787
alert	first	past	NP V to VP[+eventive]	I didn't alert to do a particular thing.	I alerted not to do that thing.	0.096486315	0.40436864
alert	first	past	NP V to VP[-eventive]	I didn't alert to have a particular thing.	I alerted not to have that thing.	0.4080775	0.6185911
alert	first	past	NP be V that S	I wasn't alerted that a particular thing happened.	I was alerted that that thing didn't happen.	0.23086314	0.7549086
alert	first	past	NP be V to VP[+eventive]	I wasn't alerted to do a particular thing.	I was alerted not to do that thing.	0.41323063	0.5657361
alert	first	past	NP be V to VP[-eventive]	I wasn't alerted to have a particular thing.	I was alerted not to have that thing.	0.2857192	0.50036144
alert	first	present	NP V that S	I don't alert that a particular thing happened.	I alert that that thing didn't happen.	0.2916551	0.36975643
alert	first	present	NP be V that S	I'm not alerted that a particular thing happened.	I'm alerted that that thing didn't happen.	0.07131436	0.5314639
alert	first	present	NP be V to VP[+eventive]	I'm not alerted to do a particular thing.	I'm alerted not to do that thing.	0.4130916	0.52400655
alert	third	past	NP V that S	A particular person didn't alert that a particular thing happened.	That person alerted that that thing didn't happen.	0.38576314	0.5292142
alert	third	past	NP V to VP[+eventive]	A particular person didn't alert to do a particular thing.	That person alerted not to do that thing.	0.40671676	0.5180707
alert	third	past	NP V to VP[-eventive]	A particular person didn't alert to have a particular thing.	That person alerted not to have that thing.	0.31357756	0.51035255
alert	third	past	NP be V that S	A particular person wasn't alerted that a particular thing happened.	That person was alerted that that thing didn't happen.	0.25763977	0.64874727
alert	third	past	NP be V to VP[+eventive]	A particular person wasn't alerted to do a particular thing.	That person was alerted not to do that thing.	0.33924553	0.89439
alert	third	past	NP be V to VP[-eventive]	A particular person wasn't alerted to have a particular thing.	That person was alerted not to have that thing.	0.49145845	0.6005596
alert	third	present	NP V that S	A particular person doesn't alert that a particular thing happened.	That person alerts that that thing didn't happen.	0.18486458	0.5194848
alert	third	present	NP be V that S	A particular person isn't alerted that a particular thing happened.	That person is alerted that that thing didn't happen.	0.22329022	0.5032023
alert	third	present	NP be V to VP[+eventive]	A particular person isn't alerted to do a particular thing.	That person is alerted not to do that thing.	0.3610031	0.5500237
allege	first	past	NP V that S	I didn't allege that a particular thing happened.	I alleged that that thing didn't happen.	0.38823098	0.7458944
allege	first	past	NP V to VP[+eventive]	I didn't allege to do a particular thing.	I alleged not to do that thing.	0.4928041	0.62010103
allege	first	past	NP V to VP[-eventive]	I didn't allege to have a particular thing.	I alleged not to have that thing.	0.41670814	0.59708667
allege	first	past	NP be V that S	I wasn't alleged that a particular thing happened.	I was alleged that that thing didn't happen.	0.4265783	0.46758732
allege	first	past	NP be V to VP[+eventive]	I wasn't alleged to do a particular thing.	I was alleged not to do that thing.	0.34345776	0.6828554
allege	first	past	NP be V to VP[-eventive]	I wasn't alleged to have a particular thing.	I was alleged not to have that thing.	0.37199804	0.6036306
allege	first	present	NP V that S	I don't allege that a particular thing happened.	I allege that that thing didn't happen.	0.46096152	0.6877313
allege	first	present	NP V to VP[+eventive]	I don't allege to do a particular thing.	I allege not to do that thing.	0.40867978	0.49617884
allege	first	present	NP V to VP[-eventive]	I don't allege to have a particular thing.	I allege not to have that thing.	0.4298831	0.66616374
allege	first	present	NP be V to VP[+eventive]	I'm not alleged to do a particular thing.	I'm alleged not to do that thing.	0.54577804	0.65212923
allege	first	present	NP be V to VP[-eventive]	I'm not alleged to have a particular thing.	I'm alleged not to have that thing.	0.3874622	0.60182035
allege	third	past	NP V that S	A particular person didn't allege that a particular thing happened.	That person alleged that that thing didn't happen.	0.41915116	0.58425367
allege	third	past	NP V to VP[+eventive]	A particular person didn't allege to do a particular thing.	That person alleged not to do that thing.	0.5142281	0.57892
allege	third	past	NP V to VP[-eventive]	A particular person didn't allege to have a particular thing.	That person alleged not to have that thing.	0.70010585	0.5013818
allege	third	past	NP be V that S	A particular person wasn't alleged that a particular thing happened.	That person was alleged that that thing didn't happen.	0.41120422	0.54728884
allege	third	past	NP be V to VP[+eventive]	A particular person wasn't alleged to do a particular thing.	That person was alleged not to do that thing.	0.34190294	0.5104202
allege	third	past	NP be V to VP[-eventive]	A particular person wasn't alleged to have a particular thing.	That person was alleged not to have that thing.	0.55493194	0.5180602
allege	third	present	NP V that S	A particular person doesn't allege that a particular thing happened.	That person alleges that that thing didn't happen.	0.5962379	0.66890067
allege	third	present	NP V to VP[+eventive]	A particular person doesn't allege to do a particular thing.	That person alleges not to do that thing.	0.41286027	0.5879192
allege	third	present	NP V to VP[-eventive]	A particular person doesn't allege to have a particular thing.	That person alleges not to have that thing.	0.51346666	0.5484382
allege	third	present	NP be V to VP[+eventive]	A particular person isn't alleged to do a particular thing.	That person is alleged not to do that thing.	0.39683276	0.50019336
allege	third	present	NP be V to VP[-eventive]	A particular person isn't alleged to have a particular thing.	That person is alleged not to have that thing.	0.5094745	0.5861183
allow	first	past	NP V to VP[+eventive]	I didn't allow to do a particular thing.	I allowed not to do that thing.	0.31175607	0.54711974
allow	first	past	NP V to VP[-eventive]	I didn't allow to have a particular thing.	I allowed not to have that thing.	0.40845266	0.50939316
